AL;270710;Piranhas;3;6;23910
AL;270720;Poço das Trincheiras;20;1;12205
AL;270730;Porto Calvo;12;4;25129
AL;270740;Porto de Pedras;9;6;10321
AL;270750;Porto Real do Colégio;18;11;17947
AL;270760;Quebrangulo;16;3;11289
AL;270770;Rio Largo;13;7;65432
AL;270780;Roteiro;18;12;6692
AL;270790;Santa Luzia do Norte;23;8;7248
AL;270800;Santana do Ipanema;24;4;42296
AL;270810;Santana do Mundaú;14;6;11663
AL;270820;São Brás;1;10;6820
AL;270830;São José da Laje;28;7;22282
AL;270840;São José da Tapera;24;12;30129
AL;270850;São Luís do Quitunde;16;5;31647
AL;270860;São Miguel dos Campos;18;6;51473
AL;270870;São Miguel dos Milagres;7;6;7219
AL;270880;São Sebastião;22;7;67348
AL;270890;Satuba;17;8;14154
AL;270895;Senador Rui Palmeira;13;5;12641
AL;270900;Tanque d'Arca;1;12;5695
AL;270910;Taquarana;24;8;18157
AL;270915;Teotônio Vilela;12;12;40291
AL;270920;Traipu;16;5;24911
AL;270930;União dos Palmares;20;8;60619
AL;270940;Viçosa;13;10;26050
AM;130002;Alvarães;10;12;13010
AM;130006;Amaturá;2;7;8384
AM;130008;Anamã;10;12;8152
AM;130010;Anori;29;12;13834
AM;130014;Apuí;30;12;17451
AM;130020;Atalaia do Norte;23;2;13682
AM;130030;Autazes;3;3;29907
AM;130040;Barcelos;6;5;24567
AM;130050;Barreirinha;9;6;26645
AM;130060;Benjamin Constant;29;1;29268
AM;130063;Beruri;10;12;13809
AM;130068;Boa Vista do Ramos;31;1;13138
AM;130070;Boca do Acre;22;10;29818
AM;130080;Borba;1;1;31098
AM;130083;Caapiranga;28;12;10547
AM;130090;Canutama;10;10;11463
AM;130100;Carauari;27;9;25110
AM;130110;Careiro;19;12;31070
AM;130115;Careiro da Várzea;1;12;23023
AM;130120;Coari;2;8;65222
AM;130130;Codajás;31;3;16025
AM;130140;Eirunepé;8;9;29411
AM;130150;Envira;31;1;16438
AM;130160;Fonte Boa;31;3;19726
AM;130165;Guajará;12;12;14102
AM;130170;Humaitá;15;5;4923
AM;130180;Ipixuna;18;2;17177
AM;130185;Iranduba;10;12;32869
AM;130190;Itacoatiara;25;4;84676
AM;130195;Itamarati;19;12;8078
AM;130200;Itapiranga;24;7;15238
AM;130210;Japurá;19;12;8248
AM;130220;Juruá;19;12;8658
AM;130230;Jutaí;11;4;17129
AM;130240;Lábrea;7;3;36909
AM;130250;Manacapuru;16;7;82309
AM;130255;Manaquiri;25;2;19164
AM;130260;Manaus;24;10;1646602
AM;130270;Manicoré;15;5;44327
AM;130280;Maraã;25;3;17507
AM;130290;Maués;25;6;47020
AM;130300;Nhamundá;31;1;17553
AM;130310;Nova Olinda do Norte;19;12;29184
AM;130320;Novo Airão;19;12;14630
AM;130330;Novo Aripuanã;19;12;18196
AM;130340;Parintins;15;10;102044
AM;130350;Pauini;19;3;18325
AM;130353;Presidente Figueiredo;10;12;24360
AM;130356;Rio Preto da Eva;31;3;24858
AM;130360;Santa Isabel do Rio Negro;29;12;51763
AM;130370;Santo Antônio do Içá;13;3;29249
AM;130380;São Gabriel da Cachoeira;3;9;39129
AM;130390;São Paulo de Olivença;31;5;30727
AM;130395;São Sebastião do Uatumã;10;12;8731
AM;130400;Silves;23;1;8211
AM;130406;Tabatinga;1;2;13965
AM;130410;Tapauá;19;12;19453
AM;130420;Tefé;15;6;62920
AM;130423;Tonantins;10;12;19090
AM;130426;Uarini;10;12;9859
AM;130430;Urucará;12;5;15716
AM;130440;Urucurituba;24;1;17184
AP;160010;Amapá;22;10;7492
AP;160020;Calçoene;22;12;8656
AP;160021;Cutias;1;5;4320
AP;160023;Ferreira Gomes;17;12;5040
AP;160025;Itaubal;1;5;3439
AP;160027;Laranjal do Jari;17;12;37491
AP;160030;Macapá;4;2;344153
AP;160040;Mazagão;23;1;13862
AP;160050;Oiapoque;23;5;19181
AP;160015;Pedra Branca do Amapari;1;5;7332
AP;160053;Porto Grande;1;5;13962
AP;160055;Pracuúba;1;5;3353
AP;160060;Santana;17;12;92098
AP;160005;Serra do Navio;1;5;3772
AP;160070;Tartarugalzinho;17;12;12395
AP;160080;Vitória do Jari;8;9;10765
BA;290010;Abaíra;22;2;8638
BA;290020;Abaré;19;7;17342
BA;290030;Acajutiba;28;11;14628
BA;290035;Adustina;24;2;14824
BA;290040;Água Fria;13;7;14810
BA;290060;Aiquara;12;4;5212
BA;290070;Alagoinhas;2;7;132725
BA;290080;Alcobaça;12;11;19840
BA;290090;Almadina;15;3;6687
BA;290100;Amargosa;19;6;33554
BA;290110;Amélia Rodrigues;20;10;22096
BA;290115;América Dourada;25;2;16189
BA;290120;Anagé;5;4;25716
BA;290130;Andaraí;28;4;14088
BA;290135;Andorinha;13;6;14132
BA;290140;Angical;5;7;14700
BA;290150;Anguera;20;11;9523
BA;290160;Antas;13;8;16446
BA;290170;Antônio Cardoso;18;4;12074
BA;290180;Antônio Gonçalves;5;7;10653
BA;290190;Aporá;14;8;17870
BA;290195;Apuarema;13;6;7379
BA;290205;Araças;24;2;11662
BA;290200;Aracatu;12;7;14168
BA;290210;Araci;7;4;51912
BA;290220;Aramari;6;9;9527
BA;290225;Arataca;9;5;10717
BA;290230;Aratuípe;7;2;8507
BA;290240;Aurelino Leal;15;12;14458
BA;290250;Baianópolis;30;7;13437
BA;290260;Baixa Grande;17;7;20980
BA;290265;Banzaê;24;2;10865
BA;290270;Barra;16;6;47755
BA;290280;Barra da Estiva;26;10;20750
BA;290290;Barra do Choça;22;6;32489
BA;290300;Barra do Mendes;14;8;14054
BA;290310;Barra do Rocha;24;8;6133
BA;290320;Barreiras;26;5;129501
BA;290323;Barro Alto;9;5;13403
BA;290330;Barro Preto;17;4;6669
BA;290327;Barrocas;30;3;13182
BA;290340;Belmonte;23;5;2681
BA;290350;Belo Campo;22;2;15262
BA;290360;Biritinga;23;4;13961
BA;290370;Boa Nova;6;8;16007
BA;290380;Boa Vista do Tupim;19;7;17841
BA;290390;Bom Jesus da Lapa;31;8;62199
BA;290395;Bom Jesus da Serra;13;6;10295
BA;290400;Boninal;23;4;13227
BA;290405;Bonito;13;6;39111
BA;290410;Boquira;6;4;21856
BA;290420;Botuporã;22;3;11026
BA;290430;Brejões;26;10;12677
BA;290440;Brejolândia;16;7;9337
BA;290450;Brotas de Macaúbas;16;7;10922
BA;290460;Brumado;11;6;62381
BA;290470;Buerarema;17;9;19956
BA;290475;Buritirama;9;5;18656
BA;290480;Caatiba;1;4;10367
BA;290485;Cabaceiras do Paraguaçu;13;6;17502
BA;290490;Cachoeira;13;3;32252
BA;290500;Caculé;14;8;21847
BA;290510;Caém;8;4;10377
BA;290515;Caetanos;8;1;12133
BA;290520;Caetité;5;4;46192
BA;290530;Cafarnaum;16;7;17402
BA;290540;Cairu;16;8;13712
BA;290550;Caldeirão Grande;25;4;13072
BA;290560;Camacan;31;8;30289
BA;290570;Camaçari;28;9;220495
BA;290580;Camamu;25;5;32172
BA;290590;Campo Alegre de Lourdes;5;7;26935
BA;290600;Campo Formoso;28;7;6570
BA;290610;Canápolis;19;7;10577
BA;290620;Canarana;16;7;24436
BA;290630;Canavieiras;25;5;35743
BA;290640;Candeal;13;5;9019
BA;290650;Candeias;14;8;15499
BA;290660;Candiba;27;7;12352
BA;290670;Cândido Sales;5;7;26727
BA;290680;Cansanção;12;8;32789
BA;290682;Canudos;26;2;14656
BA;290685;Capela do Alto Alegre;19;6;12311
BA;290687;Capim Grosso;9;5;25823
BA;290689;Caraíbas;24;2;10541
BA;290690;Caravelas;23;4;21150
BA;290700;Cardeal da Silva;30;7;8280
BA;290710;Carinhanha;20;4;28879
BA;290720;Casa Nova;20;6;62862
BA;290730;Castro Alves;26;6;24437
BA;290740;Catolândia;27;7;3767
BA;290750;Catu;26;6;48697
BA;290755;Caturama;13;6;8545
BA;290760;Central;12;8;17320
BA;290770;Chorrochó;12;9;10571
BA;290780;Cícero Dantas;9;6;30827
BA;290790;Cipó;8;7;15063
BA;290800;Coaraci;12;12;22764
BA;290810;Cocos;14;8;17394
BA;290820;Conceição da Feira;23;7;19091
BA;290830;Conceição do Almeida;18;7;17684
BA;290840;Conceição do Coité;7;7;60835
BA;290850;Conceição do Jacuípe;20;10;27522
BA;290860;Conde;17;12;19925
BA;290870;Condeúba;11;6;17004
BA;290880;Contendas do Sincorá;6;10;3857
BA;290890;Coração de Maria;1;6;23161
BA;290900;Cordeiros;28;12;8518
BA;290910;Coribe;14;8;14555
BA;290920;Coronel João Sá;28;7;18168
BA;290930;Correntina;30;3;31658
BA;290940;Cotegipe;30;6;13663
BA;290950;Cravolândia;8;12;5427
BA;290960;Crisópolis;19;7;19510
BA;290970;Cristópolis;19;7;13595
BA;290980;Cruz das Almas;29;7;54827
BA;290990;Curaçá;6;7;32449
BA;291000;Dário Meira;12;4;12565
BA;291005;Dias d'Ávila;25;2;53821
BA;291010;Dom Basílio;5;4;11087
BA;291020;Dom Macedo Costa;4;4;3809
BA;291030;Elísio Medrado;20;7;7907
BA;291040;Encruzilhada;12;12;22525
BA;291050;Entre Rios;3;4;2979
BA;290050;Érico Cardoso;5;4;10609
BA;291060;Esplanada;23;6;31118
BA;291070;Euclides da Cunha;19;9;56625
BA;291072;Eunápolis;12;5;93984
BA;291075;Fátima;1;4;18918
BA;291077;Feira da Mata;24;2;6328
BA;291080;Feira de Santana;18;9;571997
BA;291085;Filadélfia;9;5;7787
BA;291090;Firmino Alves;27;7;5577
BA;291100;Floresta Azul;23;4;10333
BA;291110;Formosa do Rio Preto;22;12;20845
BA;291120;Gandu;28;7;30091
BA;291125;Gavião;19;3;4444
BA;291130;Gentio do Ouro;9;7;11326
BA;291140;Glória;1;5;13879
BA;291150;Gongogi;12;4;6845
BA;291160;Governador Mangabeira;14;3;19828
BA;291165;Guajeru;25;2;7062
BA;291170;Guanambi;14;8;76230
BA;291180;Guaratinga;31;8;22621
BA;291185;Heliópolis;11;4;14020
BA;291190;Iaçu;14;8;27835
BA;291200;Ibiassucê;17;7;9507
BA;291210;Ibicaraí;22;10;24752
BA;291220;Ibicoara;20;7;15856
BA;291230;Ibicuí;12;12;15777
BA;291240;Ibipeba;19;9;16762
BA;291250;Ibipitanga;6;5;13841
BA;291260;Ibiquera;20;8;5007
BA;291270;Ibirapitanga;3;8;23197
BA;291280;Ibirapuã;20;7;7534
BA;291290;Ibirataia;10;11;23940
BA;291300;Ibitiara;20;2;15802
BA;291310;Ibititá;17;10;18614
BA;291320;Ibotirama;14;8;25292
BA;291330;Ichu;30;7;5881
BA;291340;Igaporã;1;9;14499
BA;291345;Igrapiúna;24;2;13246
BA;291350;Iguaí;12;12;27849
BA;291360;Ilhéus-BA;28;6;220144
BA;291370;Inhambupe;6;8;34388
BA;291380;Ipecaetá;19;7;16055
BA;291390;Ipiaú;2;12;42561
BA;291400;Ipirá;15;8;60043
BA;291410;Ipupiara;9;8;8931
BA;291420;Irajuba;16;7;7215
BA;291430;Iramaia;28;1;15134
BA;291440;Iraquara;5;7;22607
BA;291450;Irará;17;10;25012
BA;291460;Irecê;31;5;62676
BA;291470;Itaberaba;26;3;59393
BA;291480;Itabuna;28;7;210604
BA;291490;Itacaré;27;1;24720
BA;291500;Itaeté;25;9;14154
BA;291510;Itagi;10;12;13882
BA;291520;Itagibá;14;8;16272
BA;291530;Itagimirim;23;4;7049
BA;291535;Itaguaçu da Bahia;24;2;12545
BA;291540;Itaju do Colônia;16;7;7673
BA;291550;Itajuípe;12;12;20343
BA;291560;Itamaraju;5;10;65327
BA;291570;Itamari;18;7;8468
BA;291580;Itambé;12;8;5897
BA;291590;Itanagra;30;7;6605
BA;291600;Itanhém;14;8;20636
BA;291610;Itaparica;25;10;19897
BA;291620;Itapé;28;12;11123
BA;291630;Itapebi;14;8;11520
BA;291640;Itapetinga;12;12;63243
BA;291650;Itapicuru;28;4;30703
BA;291660;Itapitanga;21;12;10106
BA;291670;Itaquara;17;7;7564
BA;291680;Itarantim;1;4;17615
BA;291685;Itatim;13;6;14569
BA;291690;Itiruçu;1;9;15764
BA;291700;Itiúba;17;1;35749
BA;291710;Itororó;22;8;20165
BA;291720;Ituaçu;9;10;17939
BA;291730;Ituberá;14;8;23530
BA;291733;Iuiú;24;2;11469
BA;291735;Jaborandi;9;5;6462
BA;291740;Jacaraci;7;6;14346
BA;291750;Jacobina;28;7;76463
BA;291760;Jaguaquara;18;5;46641
BA;291770;Jaguarari;6;8;29097
BA;291780;Jaguaripe;27;12;16207
BA;291790;Jandaíra;28;4;6447
BA;291800;Jequié;25;10;145964
BA;291810;Jeremoabo;25;10;37431
BA;291820;Jiquiriçá;31;1;13386
BA;291830;Jitaúna;22;12;16839
BA;291835;João Dourado;9;5;20834
BA;291840;Juazeiro;15;7;230538
BA;291845;Jucuruçu;24;2;10599
BA;291850;Jussara;27;7;6090
BA;291855;Jussari;9;5;6857
BA;291860;Jussiape;9;7;8465
BA;291870;Lafaiete Coutinho;20;2;3526
BA;291875;Lagoa Real;13;6;13795
BA;291880;Laje;20;7;21104
BA;291890;Lajedão;16;7;3469
BA;291900;Lajedinho;12;7;4329
BA;291905;Lajedo do Tabocal;13;6;8591
BA;291910;Lamarão;20;7;11988
BA;291915;Lapão;9;5;25557
BA;291920;Lauro de Freitas;31;7;144492
BA;291930;Lençóis;18;12;9617
BA;291940;Licínio de Almeida;12;4;12695
BA;291950;Livramento de Nossa Senhora;6;10;42146
BA;291955;Luís Eduardo Magalhães;30;3;44265
BA;291960;Macajuba;2;7;11207
BA;291970;Macarani;17;6;16046
BA;291980;Macaúbas;6;7;45958
BA;291990;Macururé;27;7;7779
BA;291992;Madre de Deus;13;6;15432
BA;291995;Maetinga;9;5;8793
BA;292000;Maiquinique;16;7;8324
BA;292010;Mairi;31;12;19259
BA;292020;Malhada;29;11;16085
BA;292030;Malhada de Pedras;12;7;7620
BA;292040;Manoel Vitorino;30;7;14262
BA;292045;Mansidão;25;2;11694
BA;292050;Maracás;19;4;34221
BA;292060;Maragogipe;8;5;42079
BA;292070;Maraú;17;6;17029
BA;292080;Marcionílio Souza;27;7;10716
BA;292090;Mascote;19;7;16061
BA;292100;Mata de São João;15;4;37201
BA;292105;Matina;16;4;12322
BA;292110;Medeiros Neto;14;8;21866
BA;292120;Miguel Calmon;6;8;27213
BA;292130;Milagres;22;12;11771
BA;292140;Mirangaba;24;11;17474
BA;292145;Mirante;13;6;9174
BA;292150;Monte Santo;21;3;52249
BA;292160;Morpará;16;7;8586
BA;292170;Morro do Chapéu;8;8;34012
BA;292180;Mortugaba;30;11;13905
BA;292190;Mucugê;14;5;14131
BA;292200;Mucuri;10;10;33143
BA;292205;Mulungu do Morro;13;6;13755
BA;292210;Mundo Novo;1;3;23822
BA;292220;Muniz Ferreira;30;7;6990
BA;292225;Muquém de São Francisco;13;6;10096
BA;292230;Muritiba;8;8;27212
BA;292240;Mutuípe;26;7;21181
BA;292250;Nazaré;10;11;4528
BA;292260;Nilo Peçanha;19;12;12531
BA;292265;Nordestina;9;5;12172
BA;292270;Nova Canaã;8;11;18829
BA;292273;Nova Fátima;13;6;7674
BA;292275;Nova Ibiá;13;6;6871
BA;292280;Nova Itarana;20;7;7423
BA;292285;Nova Redenção;24;2;8943
BA;292290;Nova Soure;18;5;25697
BA;292300;Nova Viçosa;23;10;34623
BA;292303;Novo Horizonte;13;6;34264
BA;292305;Novo Triunfo;24;2;14153
BA;292310;Olindina;14;8;23791
BA;292320;Oliveira dos Brejinhos;1;6;22609
BA;292330;Ouriçangas;27;3;7802
BA;292335;Ourolândia;13;6;16302
BA;292340;Palmas de Monte Alto;19;5;21107
BA;292350;Palmeiras;23;12;8040
BA;292360;Paramirim;16;9;20055
BA;292370;Paratinga;25;6;28671
BA;292380;Paripiranga;1;5;28347
BA;292390;Pau Brasil;18;4;12155
BA;292400;Paulo Afonso;28;7;101952
BA;292405;Pé de Serra;20;3;14160
BA;292410;Pedrão;12;7;7238
BA;292420;Pedro Alexandre;28;7;17092
BA;292430;Piatã;11;7;18085
BA;292440;Pilão Arcado;15;1;32844
BA;292450;Pindaí;13;2;15306
BA;292460;Pindobaçu;4;3;20312
BA;292465;Pintadas;9;5;10551
BA;292467;Piraí do Norte;24;2;8897
BA;292470;Piripá;31;7;13515
BA;292480;Piritiba;27;9;24189
BA;292490;Planaltino;30;7;8472
BA;292500;Planalto;5;4;4014
BA;292510;Poções;26;6;44759
BA;292520;Pojuca;29;7;30221
BA;292525;Ponto Novo;24;2;14820
BA;292530;Porto Seguro;30;6;114459
BA;292540;Potiraguá;3;8;10350
BA;292550;Prado;2;8;25429
BA;292560;Presidente Dutra;12;4;40004
BA;292570;Presidente Jânio Quadros;28;12;14803
BA;292575;Presidente Tancredo Neves;24;2;22684
BA;292580;Queimadas;10;6;27186
BA;292590;Quijingue;15;3;27068
BA;292593;Quixabeira;13;6;9348
BA;292595;Rafael Jambeiro;9;5;23107
BA;292600;Remanso;9;8;38004
BA;292610;Retirolândia;27;7;11938
BA;292620;Riachão das Neves;19;7;22528
BA;292630;Riachão do Jacuípe;14;8;32522
BA;292640;Riacho de Santana;13;8;4292
BA;292650;Ribeira do Amparo;14;8;14101
BA;292660;Ribeira do Pombal;19;9;47400
BA;292665;Ribeirão do Largo;3;3;14297
BA;292670;Rio de Contas;28;8;13447
BA;292680;Rio do Antônio;27;7;15096
BA;292690;Rio do Pires;17;11;11385
BA;292700;Rio Real;1;7;36169
BA;292710;Rodelas;30;7;7023
BA;292720;Ruy Barbosa;28;8;3625
BA;292730;Salinas da Margarida;27;7;13090
BA;292740;Salvador;29;3;2892625
BA;292750;Santa Bárbara;14;12;19440
BA;292760;Santa Brígida;27;7;15483
BA;292770;Santa Cruz Cabrália;23;7;25110
BA;292780;Santa Cruz da Vitória;5;7;6386
BA;292790;Santa Inês;26;10;3707
BA;292805;Santa Luzia;10;5;14292
BA;292810;Santa Maria da Vitória;26;6;40571
BA;292840;Santa Rita de Cássia;26;3;26135
BA;292850;Santa Terezinha;19;10;9025
BA;292800;Santaluz;18;7;33633
BA;292820;Santana;26;8;25947
BA;292830;Santanópolis;13;7;9199
BA;292860;Santo Amaro;13;3;58028
BA;292870;Santo Antônio de Jesus;29;5;84256
BA;292880;Santo Estêvão;21;9;44532
BA;292890;São Desidério;22;2;25158
BA;292895;São Domingos;13;6;8818
BA;292910;São Felipe;29;5;20265
BA;292900;São Félix;25;10;15302
BA;292905;São Félix do Coribe;13;6;12815
BA;292920;São Francisco do Conde;30;3;29829
BA;292925;São Gabriel;25;2;18468
BA;292930;São Gonçalo dos Campos;28;7;29205
BA;292935;São José da Vitória;13;6;6095
BA;292937;São José do Jacuípe;13;6;10477
BA;292940;São Miguel das Matas;1;6;10270
BA;292950;São Sebastião do Passé;12;10;40321
BA;292960;Sapeaçu;27;4;16518
BA;292970;Sátiro Dias;14;8;18104
BA;292975;Saubara;13;6;11051
BA;292980;Saúde;6;7;11866
BA;292990;Seabra;14;5;40543
BA;293000;Sebastião Laranjeiras;30;7;10712
BA;293010;Senhor do Bonfim;28;5;72511
BA;293020;Sento Sé;16;10;36517
BA;293015;Serra do Ramalho;13;6;31130
BA;293030;Serra Dourada;12;4;17422
BA;293040;Serra Preta;19;12;15149
BA;293050;Serrinha;13;6;71383
BA;293060;Serrolândia;23;7;12120
BA;293070;Simões Filho;7;11;109269
BA;293075;Sítio do Mato;24;2;12567
BA;293076;Sítio do Quinto;13;6;14069
BA;293077;Sobradinho;24;2;14162
BA;293080;Souto Soares;5;7;18013
BA;293090;Tabocas do Brejo Velho;13;4;12281
BA;293100;Tanhaçu;22;9;19591
BA;293105;Tanque Novo;25;2;15745
BA;293110;Tanquinho;14;8;7589
BA;293120;Taperoá;29;5;18217
BA;293130;Tapiramutá;27;7;17254
BA;293135;Teixeira de Freitas;9;5;118702
BA;293140;Teodoro Sampaio;20;10;20325
BA;293150;Teofilândia;23;4;20702
BA;293160;Teolândia;19;7;12429
BA;293170;Terra Nova;20;10;12310
BA;293180;Tremedal;5;11;18483
BA;293190;Tucano;21;3;48740
BA;293200;Uauá;9;7;24662
BA;293210;Ubaíra;13;11;20708
BA;293220;Ubaitaba;27;7;20478
BA;293230;Ubatã;12;12;24791
BA;293240;Uibaí;22;9;13719
BA;293245;Umburanas;24;2;16081
BA;293250;Una;2;8;25277
BA;293260;Urandi;12;10;15822
BA;293270;Uruçuca;12;12;22070
BA;293280;Utinga;24;4;19229
BA;293290;Valença;29;9;84931
BA;293300;Valente;12;8;21512
BA;293305;Várzea da Roça;25;2;14479
BA;293310;Várzea do Poço;30;7;8569
BA;293315;Várzea Nova;25;2;13949
BA;293317;Varzedo;13;6;9054
BA;293320;Vera Cruz;31;7;22702
BA;293325;Vereda;24;2;7174
BA;293330;Vitória da Conquista;9;11;308204
BA;293340;Wagner;21;8;8610
BA;293345;Wanderley;25;2;12982
BA;293350;Wenceslau Guimarães;19;7;23985
BA;293360;Xique-Xique;13;6;45700
CE;230010;Abaiara;25;11;10227
CE;230015;Acarape;15;11;14658
CE;230020;Acaraú;31;7;52123
CE;230030;Acopiara;28;9;48703
CE;230040;Aiuaba;7;9;15585
CE;230050;Alcântaras;10;12;10270
CE;230060;Altaneira;9;7;6417
CE;230070;Alto Santo;1;6;19154
CE;230075;Amontada;5;2;37513
CE;230080;Antonina do Norte;6;5;6761
CE;230090;Apuiarés;25;1;13649
CE;230100;Aquiraz;13;2;67265
CE;230110;Aracati;25;10;66049
CE;230120;Aracoiaba;16;8;24423
CE;230125;Ararendá;21;12;10649
CE;230130;Araripe;3;8;21214
CE;230140;Aratuba;29;3;12129
CE;230150;Arneiroz;14;3;7302
CE;230160;Assaré;19;7;21616
CE;230170;Aurora;10;11;24480
CE;230180;Baixio;15;9;5780
CE;230185;Banabuiú;25;1;17448
CE;230190;Barbalha;17;8;50386
CE;230195;Barreira;15;4;18453
CE;230200;Barro;22;11;20673
CE;230205;Barroquinha;11;5;14812
CE;230210;Baturité;14;4;31669
CE;230220;Beberibe;5;7;46155
CE;230230;Bela Cruz;23;2;29566
CE;230240;Boa Viagem;21;11;53538
CE;230250;Brejo Santo;26;8;39613
CE;230260;Camocim;29;9;58470
CE;230270;Campos Sales;29;7;25553
CE;230280;Canindé;29;7;73878
CE;230290;Capistrano;28;11;16403
CE;230300;Caridade;4;8;17977
CE;230310;Cariré;16;9;18527
CE;230320;Caririaçu;18;8;26325
CE;230330;Cariús;25;3;18649
CE;230340;Carnaubal;22;7;16001
CE;230350;Cascavel;17;10;285784
CE;230360;Catarina;25;5;17028
CE;230365;Catunda;27;12;10508
CE;230370;Caucaia;15;10;316906
CE;230380;Cedro;21;10;10240
CE;230390;Chaval;22;11;12215
CE;230393;Choró;27;3;12790
CE;230395;Chorozinho;13;3;18261
CE;230400;Coreaú;24;9;21171
CE;230410;Crateús;6;7;72386
CE;230420;Crato;21;6;111198
CE;230423;Croatá;3;5;17317
CE;230425;Cruz;14;1;22144
CE;230426;Deputado Irapuan Pinheiro;28;4;9108
CE;230427;Ereré;4;6;6927
CE;230428;Eusébio;23;6;38189
CE;230430;Farias Brito;9;7;19244
CE;230435;Forquilha;5;2;20181
CE;230440;Fortaleza;13;4;2431415
CE;230445;Fortim;27;3;14072
CE;230450;Frecheirinha;25;3;12830
CE;230460;General Sampaio;15;11;6540
CE;230465;Graça;15;4;15297
CE;230470;Granja;3;11;51410
CE;230480;Granjeiro;9;2;4931
CE;230490;Groaíras;23;5;9456
CE;230495;Guaiúba;17;3;22405
CE;230500;Guaraciaba do Norte;26;8;36705
CE;230510;Guaramiranga;22;9;4307
CE;230520;Hidrolândia;27;12;14004
CE;230523;Horizonte;6;3;48660
CE;230526;Ibaretama;8;5;12728
